"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"PPE-Tech-PQQ5-Document_Flowchart.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/6) Project_Operational_Forms_ACTIVE/6.1) Project Forms/4) Editable PDF/PPE-Tech-PQQ5-Document_Flowchart.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","6) Project_Operational_Forms_ACTIVE","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/6) Project_Operational_Forms_ACTIVE/6.1) Project Forms/4) Editable PDF","PPE-Tech-PQQ5-Document_Flowchart"," PROJECTS HSE-PRE QUALIFICATION QUESTIONAIRE DOCUMENT FLOWCHART HSE- “PQQ” DOCUMENT FLOWCHART Internal Guiding Procedure-SOP Document name: PPE-Tech-SOP-PQQ-HSE Define and review<ddd/>","10/14/2025","906,369",,,,"PPE-Tech-PQQ5-Document_Flowchart",,,,,,,,,"Other"," PROJECTS HSE-PRE QUALIFICATION QUESTIONAIRE DOCUMENT FLOWCHART HSE- “PQQ” DOCUMENT FLOWCHART Internal Guiding Procedure-SOP Document name: PPE-Tech-SOP-PQQ-HSE Define and review<ddd/>","PPE-TECH-PQQ5-DOCUMENT_FLOWCHART",,,,,,,
"6105AK038-7177-ED18-0179_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED18-0179_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED18-0179_0","BH41 Typical Isolator Start-Stop Station BH41 Typical Isolator Start-Stop Station DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. ","12/13/2025","131,177",,,,"6105AK038-7177-ED18-0179_0","7177 - Off-Site Fan Sediments Bore Field 41","D18 - Bill of Material/Quantity (BoM)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 41 - Summarized Parts List -BH041  Isolator Start/Stop Station - Sht. 3 of 3","Stop Start Station","Summarized Parts Lists","0","Approved",,"PPE Technologies","BH41 Typical Isolator Start-Stop Station BH41 Typical Isolator Start-Stop Station DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. ","6105AK038-7177-ED18-0179_0",,,,,"ELECTRICAL",,
"6105AK038-7177-ED10-1029_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED10-1029_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED10-1029_1","BH13 LPP 02 BH13 LPP 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","80,315",,,,"6105AK038-7177-ED10-1029_1","7177 - Off-Site Fan Sediments Bore Field 13","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 LPP DB 02 Top down SLD-Drawing – Single Line Diagram - Sht.3 of 6","LPP DB 02","Single Line Diagram","1","Approved",,"PPE Technologies","BH13 LPP 02 BH13 LPP 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7177-ED10-1029_1",,,,,"ELECTRICAL",,
"6105AK038-7177-ED18-1033_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED18-1033_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED18-1033_1","BH13 LPP 01 BH13 LPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","64,126",,,,"6105AK038-7177-ED18-1033_1","7177 - Off-Site Fan Sediments Bore Field 13","D18 - Bill of Material/Quantity (BoM)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 LPP DB 01 Summarized Parts list-Bill of Material - Sht.5 of 5","LPP DB 01","Summarized Parts List","1","Approved",,"PPE Technologies","BH13 LPP 01 BH13 LPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7177-ED18-1033_1",,,,,"ELECTRICAL",,
"6105AK038-7179-ED02-0001_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED02-0001_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED02-0001_1","AUX DB 01 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","234,081",,,,"6105AK038-7179-ED02-0001_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D02 - Drawing – Layout","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - 400V Aux DB 01Internal Layout-Drawing – Isometric - Sht.2 of 7","400V Aux DB 01","Internal Layout","1","Approved",,"PPE Technologies","AUX DB 01 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED02-0001_1",,,,,"ELECTRICAL",,
"PPE-Tech-SOP 40.0 - Falsework.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/3) SOP'S_ Standard Operating Procedures_STATIC/ARCHIVED/PPE-Tech-SOP 40.0 - Falsework.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","1) Phase 1 - H&S Governance","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/3) SOP'S_ Standard Operating Procedures_STATIC/ARCHIVED","PPE-Tech-SOP 40.0 - Falsework"," PPE-TECH PROJECTS  H&S  SOP Falsework Page | 1     Document history   Revision code Description of changes  Purpose of issue  Date     Document approval  Description  Prepared by<ddd/>","7/18/2025","77,725",,,,"PPE-Tech-SOP 40.0 - Falsework",,,,,,,,,"Other"," PPE-TECH PROJECTS  H&S  SOP Falsework Page | 1     Document history   Revision code Description of changes  Purpose of issue  Date     Document approval  Description  Prepared by<ddd/>","PPE-TECH-SOP 40.0 - FALSEWORK",,,,,,,
"6105AK038-7179-ED02-0005_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED02-0005_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED02-0005_1","UPP 01 UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","12/13/2025","196,807",,,,"6105AK038-7179-ED02-0005_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D02 - Drawing – Layout","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - UPP DB Internal Layout-Drawing – Isometric - Sht.2 of 7","UPP DB","Internal Layout","1","Approved",,"PPE Technologies","UPP 01 UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","6105AK038-7179-ED02-0005_1",,,,,"ELECTRICAL",,
"PPE-RA-28.1-Fire_SHE_Risk_Assessment.xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments/PPE-RA-28.1-Fire_SHE_Risk_Assessment.xlsx","xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments","Fire - SH&E Risk Assessment","Fire - SH&E Risk Assessment Fire Fire - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client Assessor's Name Signature Location Task Fire Risk<ddd/>","7/9/2025","33,629",,,,"Fire - SH&E Risk Assessment",,,,,,,,,"Other","Fire - SH&E Risk Assessment Fire Fire - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client Assessor's Name Signature Location Task Fire Risk<ddd/>","FIRE - SH&E RISK ASSESSMENT",,,,,,,
"6105AK038-7179-ED01-0004_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED01-0004_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED01-0004_1","LPP 01 LPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","12/13/2025","100,512",,,,"6105AK038-7179-ED01-0004_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - LPP DB 01 Overall Layout-Drawing – General Arrangement (GA) - Sht. 1 of 6","LPP DB 01","General Arrangement","1","Approved",,"PPE Technologies","LPP 01 LPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","6105AK038-7179-ED01-0004_1",,,,,"ELECTRICAL",,
"6105AK038-7177-ED10-1026_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED10-1026_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED10-1026_1","BH13 AUX DB 01 BH13 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","12/13/2025","87,231",,,,"6105AK038-7177-ED10-1026_1","7177 - Off-Site Fan Sediments Bore Field 13","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 400V AUX DB 01 Top down SLD-Drawing – Single Line Diagrams - Sht. 3 of 6","400V Aux DB 01","Single Line Diagram","1","Approved",,"PPE Technologies","BH13 AUX DB 01 BH13 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","6105AK038-7177-ED10-1026_1",,,,,"ELECTRICAL",,
"PPE-Tech-SOP 39.0 - Overhead and Underground Services.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/3) SOP'S_ Standard Operating Procedures_STATIC/ARCHIVED/PPE-Tech-SOP 39.0 - Overhead and Underground Services.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","1) Phase 1 - H&S Governance","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/3) SOP'S_ Standard Operating Procedures_STATIC/ARCHIVED","PPE-Tech-SOP 39.0 - Overhead and Underground Services"," PPE-TECH PROJECTS  H&S  SOP Overhead and Underground Services Page | 1     Document history   Revision code Description of changes  Purpose of issue  Date     Document approval ","7/18/2025","794,362",,,,"PPE-Tech-SOP 39.0 - Overhead and Underground Services",,,,,,,,,"Other"," PPE-TECH PROJECTS  H&S  SOP Overhead and Underground Services Page | 1     Document history   Revision code Description of changes  Purpose of issue  Date     Document approval ","PPE-TECH-SOP 39.0 - OVERHEAD AND UNDERGROUND SERVICES",,,,,,,
"6105AK038-7179-ED18-0001_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED18-0001_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED18-0001_1","AUX DB 01 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","66,338",,,,"6105AK038-7179-ED18-0001_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D18 - Bill of Material/Quantity (BoM)","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - 400V Aux DB 01 Summarized Parts list-Bill of Material/Quantity (BoM)- - Sht. 7 of 7","400V Aux DB 01","Summarized Parts List","1","Pending",,"PPE Technologies","AUX DB 01 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED18-0001_1",,,,,"ELECTRICAL",,
"6105AK038-7177-ED01-1041_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED01-1041_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED01-1041_1","BH13 AUX DB 01 BH13 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","12/13/2025","191,927",,,,"6105AK038-7177-ED01-1041_1","7177 - Off-Site Fan Sediments Bore Field 13","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 400V AUX DB 01 Overall Layout-Drawing – General Arrangement - Sht.1 of 6","400V Aux DB 01","General Arrangement","1","Approved",,"PPE Technologies","BH13 AUX DB 01 BH13 AUX DB 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","6105AK038-7177-ED01-1041_1",,,,,"ELECTRICAL",,
"PPE-RA-46.0-Buried_Services_SHE_Risk_Assessment.xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments/PPE-RA-46.0-Buried_Services_SHE_Risk_Assessment.xlsx","xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments","Buried Services - SH&E Risk Assessment","Buried Services - SH&E Risk Assessment Burried Services Buried Services - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client Assessor's Name<ddd/>","7/9/2025","30,250",,,,"Buried Services - SH&E Risk Assessment",,,,,,,,,"Other","Buried Services - SH&E Risk Assessment Burried Services Buried Services - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client Assessor's Name<ddd/>","BURIED SERVICES - SH&E RISK ASSESSMENT",,,,,,,
"6105AK038-7177-ED02-1050_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED02-1050_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED02-1050_1","BH13 UPP 01 BH13 UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","183,114",,,,"6105AK038-7177-ED02-1050_1","7177 - Off-Site Fan Sediments Bore Field 13","D02 - Drawing – Layout","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 UPP DB Internal Layout-Drawing – Layout - Sht.2 of 6","UPP DB","Internal Layout","1","Approved",,"PPE Technologies","BH13 UPP 01 BH13 UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7177-ED02-1050_1",,,,,"ELECTRICAL",,
"6105AK038-7179-ED10-0005_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED10-0005_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED10-0005_1","UPP 01 UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","12/13/2025","78,846",,,,"6105AK038-7179-ED10-0005_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - UPP DB Top down SLD-Drawing – Single Line Diagram (SLD)- - Sht. 3 of 7","UPP DB","Single Line Diagram","1","Approved",,"PPE Technologies","UPP 01 UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","6105AK038-7179-ED10-0005_1",,,,,"ELECTRICAL",,
"PPE-RA-18.0-Legionnaires_Disease_SHE_Risk_Assessment.xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments/PPE-RA-18.0-Legionnaires_Disease_SHE_Risk_Assessment.xlsx","xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments","Legionnaires Disease - SH&E Risk Assessment","Legionnaires Disease - SH&E Risk Assessment Legionnaires Disease Legionnaires Disease - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client<ddd/>","7/9/2025","33,166",,,,"Legionnaires Disease - SH&E Risk Assessment",,,,,,,,,"Other","Legionnaires Disease - SH&E Risk Assessment Legionnaires Disease Legionnaires Disease - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client<ddd/>","LEGIONNAIRES DISEASE - SH&E RISK ASSESSMENT",,,,,,,
"6105AK038-7177-ED01-1044_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED01-1044_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED01-1044_1","BH13 LPP 02 BH13 LPP 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","106,578",,,,"6105AK038-7177-ED01-1044_1","7177 - Off-Site Fan Sediments Bore Field 13","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 LPP DB 02 Overall Layout-Drawing – General Arrangement - Sht.1 of 6","LPP DB 02","General Arrangement","1","Approved",,"PPE Technologies","BH13 LPP 02 BH13 LPP 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7177-ED01-1044_1",,,,,"ELECTRICAL",,
"PPE-RA-33.0-Roadworks_SHE_Risk_Assessment.xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments/PPE-RA-33.0-Roadworks_SHE_Risk_Assessment.xlsx","xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/9) PHASGS_Risk Register & Assessments","Roadworks - SH&E Risk Assessment","Roadworks - SH&E Risk Assessment Roadworks Roadworks - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client Assessor's Name Signature Location<ddd/>","7/9/2025","33,687",,,,"Roadworks - SH&E Risk Assessment",,,,,,,,,"Other","Roadworks - SH&E Risk Assessment Roadworks Roadworks - SH&E Risk Assessment Project Name Main Contractor Reference Project no. Subs Date Client Assessor's Name Signature Location<ddd/>","ROADWORKS - SH&E RISK ASSESSMENT",,,,,,,
"6105AK038-7179-ED18-0003_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED18-0003_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED18-0003_1","LPP 01 LPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","12/13/2025","64,291",,,,"6105AK038-7179-ED18-0003_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D18 - Bill of Material/Quantity (BoM)","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - LPP DB 01 Summarized Parts list-Bill of Material/Quantity (BoM)- - Sht. 6 of 6","LPP DB 01","Summarized Parts List","1","Approved",,"PPE Technologies","LPP 01 LPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All measurements<ddd/>","6105AK038-7179-ED18-0003_1",,,,,"ELECTRICAL",,
"6105AK038-7177-ED05-1058_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED05-1058_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7177-ED05-1058_0","BOREHOLE 013 BOREHOLE 013 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","265,502",,,,"6105AK038-7177-ED05-1058_0","7177 - Off-Site Fan Sediments Bore Field 13","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 13 - BH13 - Schematic Diagrams - Sht.22 of 65","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7177-ED05-1058_0.pdf","PPE Technologies","BOREHOLE 013 BOREHOLE 013 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7177-ED05-1058_0",,,,,"ELECTRICAL",,
"6105AK038-7179-ED10-0006_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED10-0006_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED10-0006_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","131,514",,,,"6105AK038-7179-ED10-0006_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster Pump Station MCC Top down SLD - Drawing - Single Line Diagram - Sht.13 of 76","MCC","Single Line Diagram","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED10-0006_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED10-0006_0",,,,,"ELECTRICAL",,
